t 1 2 3 4 5 6 7 8 9 jE0007 jF0201 jF0003 jF0003 jF0501 jF0703 jV0008 
5.496 0.600214 0 0.60056 0 2.976 2.976 2.976 2.976 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.498 0.600214 0 0.60056 0 2.988 2.988 2.988 2.988 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.5 0.600214 0 0.60056 0 3 3 3 3 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.502 0.600214 0 0.60056 0 2.988 2.988 2.988 2.988 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.504 0.600214 0 0.60056 0 2.976 2.976 2.976 2.976 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.506 0.600214 0 0.60056 0 2.964 2.964 2.964 2.964 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.508 0.600214 0 0.60056 0 2.952 2.952 2.952 2.952 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.51 0.600214 0 0.60056 0 2.94 2.94 2.94 2.94 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.512 0.600214 0 0.60056 0 2.928 2.928 2.928 2.928 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.514 0.600214 0 0.60056 0 2.916 2.916 2.916 2.916 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.516 0.600214 0 0.60056 0 2.904 2.904 2.904 2.904 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.518 0.600214 0 0.60056 0 2.892 2.892 2.892 2.892 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.52 0.600214 0 0.60056 0 2.88 2.88 2.88 2.88 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.522 0.600214 0 0.60056 0 2.868 2.868 2.868 2.868 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.524 0.600214 0 0.60056 0 2.856 2.856 2.856 2.856 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.526 0.600214 0 0.60056 0 2.844 2.844 2.844 2.844 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.528 0.600214 0 0.60056 0 2.832 2.832 2.832 2.832 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.53 0.600214 0 0.60056 0 2.82 2.82 2.82 2.82 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.532 0.600214 0 0.60056 0 2.808 2.808 2.808 2.808 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.534 0.600214 0 0.60056 0 2.796 2.796 2.796 2.796 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.536 0.600214 0 0.60056 0 2.784 2.784 2.784 2.784 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.538 0.600214 0 0.60056 0 2.772 2.772 2.772 2.772 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.54 0.600214 0 0.60056 0 2.76 2.76 2.76 2.76 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.542 0.600214 0 0.60056 0 2.748 2.748 2.748 2.748 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.544 0.600214 0 0.60056 0 2.736 2.736 2.736 2.736 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.546 0.600214 0 0.60056 0 2.724 2.724 2.724 2.724 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.548 0.600214 0 0.60056 0 2.712 2.712 2.712 2.712 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.55 0.600214 0 0.60056 0 2.7 2.7 2.7 2.7 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.552 0.600214 0 0.60056 0 2.688 2.688 2.688 2.688 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.554 0.600214 0 0.60056 0 2.676 2.676 2.676 2.676 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.556 0.600214 0 0.60056 0 2.664 2.664 2.664 2.664 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.558 0.600214 0 0.60056 0 2.652 2.652 2.652 2.652 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.56 0.600214 0 0.60056 0 2.64 2.64 2.64 2.64 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.562 0.600214 0 0.60056 0 2.628 2.628 2.628 2.628 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.564 0.600214 0 0.60056 0 2.616 2.616 2.616 2.616 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.566 0.600214 0 0.60056 0 2.604 2.604 2.604 2.604 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.568 0.600214 0 0.60056 0 2.592 2.592 2.592 2.592 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.57 0.600214 0 0.60056 0 2.58 2.58 2.58 2.58 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.572 0.600214 0 0.60056 0 2.568 2.568 2.568 2.568 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.574 0.600214 0 0.60056 0 2.556 2.556 2.556 2.556 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.576 0.600214 0 0.60056 0 2.544 2.544 2.544 2.544 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.578 0.600214 0 0.60056 0 2.532 2.532 2.532 2.532 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.58 0.600214 0 0.60056 0 2.52 2.52 2.52 2.52 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.582 0.600214 0 0.60056 0 2.508 2.508 2.508 2.508 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.584 0.600214 0 0.60056 0 2.496 2.496 2.496 2.496 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.586 0.600214 0 0.60056 0 2.484 2.484 2.484 2.484 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.588 0.600214 0 0.60056 0 2.472 2.472 2.472 2.472 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.59 0.600214 0 0.60056 0 2.46 2.46 2.46 2.46 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.592 0.600214 0 0.60056 0 2.448 2.448 2.448 2.448 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.594 0.600214 0 0.60056 0 2.436 2.436 2.436 2.436 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.596 0.600214 0 0.60056 0 2.424 2.424 2.424 2.424 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.598 0.600214 0 0.60056 0 2.412 2.412 2.412 2.412 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.6 0.600214 0 0.60056 0 2.4 2.4 2.4 2.4 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.602 0.600214 0 0.60056 0 2.388 2.388 2.388 2.388 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.604 0.600214 0 0.60056 0 2.376 2.376 2.376 2.376 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.606 0.600214 0 0.60056 0 2.364 2.364 2.364 2.364 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.608 0.600214 0 0.60056 0 2.352 2.352 2.352 2.352 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.61 0.600214 0 0.60056 0 2.34 2.34 2.34 2.34 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.612 0.600214 0 0.60056 0 2.328 2.328 2.328 2.328 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.614 0.600214 0 0.60056 0 2.316 2.316 2.316 2.316 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.616 0.600214 0 0.60056 0 2.304 2.304 2.304 2.304 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.618 0.600214 0 0.60056 0 2.292 2.292 2.292 2.292 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.62 0.600214 0 0.60056 0 2.28 2.28 2.28 2.28 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.622 0.600214 0 0.60056 0 2.268 2.268 2.268 2.268 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.624 0.600214 0 0.60056 0 2.256 2.256 2.256 2.256 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.626 0.600214 0 0.60056 0 2.244 2.244 2.244 2.244 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.628 0.600214 0 0.60056 0 2.232 2.232 2.232 2.232 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.63 0.600214 0 0.60056 0 2.22 2.22 2.22 2.22 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.632 0.600214 0 0.60056 0 2.208 2.208 2.208 2.208 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.634 0.600214 0 0.60056 0 2.196 2.196 2.196 2.196 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.636 0.600214 0 0.60056 0 2.184 2.184 2.184 2.184 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.638 0.600214 0 0.60056 0 2.172 2.172 2.172 2.172 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.64 0.600214 0 0.60056 0 2.16 2.16 2.16 2.16 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.642 0.600214 0 0.60056 0 2.148 2.148 2.148 2.148 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.644 0.600214 0 0.60056 0 2.136 2.136 2.136 2.136 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.646 0.600214 0 0.60056 0 2.124 2.124 2.124 2.124 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.648 0.600214 0 0.60056 0 2.112 2.112 2.112 2.112 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.65 0.600214 0 0.60056 0 2.1 2.1 2.1 2.1 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.652 0.600214 0 0.60056 0 2.088 2.088 2.088 2.088 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.654 0.600214 0 0.60056 0 2.076 2.076 2.076 2.076 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.656 0.600214 0 0.60056 0 2.064 2.064 2.064 2.064 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.658 0.600214 0 0.60056 0 2.052 2.052 2.052 2.052 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.66 0.600214 0 0.60056 0 2.04 2.04 2.04 2.04 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.662 0.600214 0 0.60056 0 2.028 2.028 2.028 2.028 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.664 0.600214 0 0.60056 0 2.016 2.016 2.016 2.016 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.666 0.600214 0 0.60056 0 2.004 2.004 2.004 2.004 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.668 0.600214 0 0.60056 0 1.992 1.992 1.992 1.992 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.67 0.600214 0 0.60056 0 1.98 1.98 1.98 1.98 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.672 0.600214 0 0.60056 0 1.968 1.968 1.968 1.968 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.674 0.600214 0 0.60056 0 1.956 1.956 1.956 1.956 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.676 0.600214 0 0.60056 0 1.944 1.944 1.944 1.944 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.678 0.600214 0 0.60056 0 1.932 1.932 1.932 1.932 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.68 0.600214 0 0.60056 0 1.92 1.92 1.92 1.92 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.682 0.600214 0 0.60056 0 1.908 1.908 1.908 1.908 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.684 0.600214 0 0.60056 0 1.896 1.896 1.896 1.896 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.686 0.600214 0 0.60056 0 1.884 1.884 1.884 1.884 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.688 0.600214 0 0.60056 0 1.872 1.872 1.872 1.872 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.69 0.600214 0 0.60056 0 1.86 1.86 1.86 1.86 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.692 0.600214 0 0.60056 0 1.848 1.848 1.848 1.848 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.694 0.600214 0 0.60056 0 1.836 1.836 1.836 1.836 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.696 0.600214 0 0.60056 0 1.824 1.824 1.824 1.824 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.698 0.600214 0 0.60056 0 1.812 1.812 1.812 1.812 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.7 0.600214 0 0.60056 0 1.8 1.8 1.8 1.8 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.702 0.600214 0 0.60056 0 1.788 1.788 1.788 1.788 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.704 0.600214 0 0.60056 0 1.776 1.776 1.776 1.776 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.706 0.600214 0 0.60056 0 1.764 1.764 1.764 1.764 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.708 0.600214 0 0.60056 0 1.752 1.752 1.752 1.752 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.71 0.600214 0 0.60056 0 1.74 1.74 1.74 1.74 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.712 0.600214 0 0.60056 0 1.728 1.728 1.728 1.728 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.714 0.600214 0 0.60056 0 1.716 1.716 1.716 1.716 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.716 0.600214 0 0.60056 0 1.704 1.704 1.704 1.704 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.718 0.600214 0 0.60056 0 1.692 1.692 1.692 1.692 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.72 0.600214 0 0.60056 0 1.68 1.68 1.68 1.68 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.722 0.600214 0 0.60056 0 1.668 1.668 1.668 1.668 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.724 0.600214 0 0.60056 0 1.656 1.656 1.656 1.656 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.726 0.600214 0 0.60056 0 1.644 1.644 1.644 1.644 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.728 0.600214 0 0.60056 0 1.632 1.632 1.632 1.632 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.73 0.600214 0 0.60056 0 1.62 1.62 1.62 1.62 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.732 0.600214 0 0.60056 0 1.608 1.608 1.608 1.608 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.734 0.600214 0 0.60056 0 1.596 1.596 1.596 1.596 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.736 0.600214 0 0.60056 0 1.584 1.584 1.584 1.584 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.738 0.600214 0 0.60056 0 1.572 1.572 1.572 1.572 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.74 0.600214 0 0.60056 0 1.56 1.56 1.56 1.56 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.742 0.600214 0 0.60056 0 1.548 1.548 1.548 1.548 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.744 0.600214 0 0.60056 0 1.536 1.536 1.536 1.536 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.746 0.600214 0 0.60056 0 1.524 1.524 1.524 1.524 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.748 0.600214 0 0.60056 0 1.512 1.512 1.512 1.512 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.75 0.600214 0 0.60056 0 1.5 1.5 1.5 1.5 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.752 0.600214 0 0.60056 0 1.488 1.488 1.488 1.488 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.754 0.600214 0 0.60056 0 1.476 1.476 1.476 1.476 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.756 0.600214 0 0.60056 0 1.464 1.464 1.464 1.464 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.758 0.600214 0 0.60056 0 1.452 1.452 1.452 1.452 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.76 0.600214 0 0.60056 0 1.44 1.44 1.44 1.44 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.762 0.600214 0 0.60056 0 1.428 1.428 1.428 1.428 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.764 0.600214 0 0.60056 0 1.416 1.416 1.416 1.416 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.766 0.600214 0 0.60056 0 1.404 1.404 1.404 1.404 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.768 0.600214 0 0.60056 0 1.392 1.392 1.392 1.392 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.77 0.600214 0 0.60056 0 1.38 1.38 1.38 1.38 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.772 0.600214 0 0.60056 0 1.368 1.368 1.368 1.368 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.774 0.600214 0 0.60056 0 1.356 1.356 1.356 1.356 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.776 0.600214 0 0.60056 0 1.344 1.344 1.344 1.344 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.778 0.600214 0 0.60056 0 1.332 1.332 1.332 1.332 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.78 0.600214 0 0.60056 0 1.32 1.32 1.32 1.32 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.782 0.600214 0 0.60056 0 1.308 1.308 1.308 1.308 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.784 0.600214 0 0.60056 0 1.296 1.296 1.296 1.296 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.786 0.600214 0 0.60056 0 1.284 1.284 1.284 1.284 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.788 0.600214 0 0.60056 0 1.272 1.272 1.272 1.272 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.79 0.600214 0 0.60056 0 1.26 1.26 1.26 1.26 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.792 0.600214 0 0.60056 0 1.248 1.248 1.248 1.248 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.794 0.600214 0 0.60056 0 1.236 1.236 1.236 1.236 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.796 0.600214 0 0.60056 0 1.224 1.224 1.224 1.224 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.798 0.600214 0 0.60056 0 1.212 1.212 1.212 1.212 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.8 0.600214 0 0.60056 0 1.2 1.2 1.2 1.2 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.802 0.600214 0 0.60056 0 1.188 1.188 1.188 1.188 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.804 0.600214 0 0.60056 0 1.176 1.176 1.176 1.176 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.806 0.600214 0 0.60056 0 1.164 1.164 1.164 1.164 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.808 0.600214 0 0.60056 0 1.152 1.152 1.152 1.152 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.81 0.600214 0 0.60056 0 1.14 1.14 1.14 1.14 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.812 0.600214 0 0.60056 0 1.128 1.128 1.128 1.128 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.814 0.600214 0 0.60056 0 1.116 1.116 1.116 1.116 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.816 0.600214 0 0.60056 0 1.104 1.104 1.104 1.104 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.818 0.600214 0 0.60056 0 1.092 1.092 1.092 1.092 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.82 0.600214 0 0.60056 0 1.08 1.08 1.08 1.08 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.822 0.600214 0 0.60056 0 1.068 1.068 1.068 1.068 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.824 0.600214 0 0.60056 0 1.056 1.056 1.056 1.056 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.826 0.600214 0 0.60056 0 1.044 1.044 1.044 1.044 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.828 0.600214 0 0.60056 0 1.032 1.032 1.032 1.032 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.83 0.600214 0 0.60056 0 1.02 1.02 1.02 1.02 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.832 0.600214 0 0.60056 0 1.008 1.008 1.008 1.008 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.834 0.600214 0 0.60056 0 0.996 0.996 0.996 0.996 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.836 0.600214 0 0.60056 0 0.984 0.984 0.984 0.984 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.838 0.600214 0 0.60056 0 0.972 0.972 0.972 0.972 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.84 0.600214 0 0.60056 0 0.96 0.96 0.96 0.96 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.842 0.600214 0 0.60056 0 0.948 0.948 0.948 0.948 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.844 0.600214 0 0.60056 0 0.936 0.936 0.936 0.936 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.846 0.600214 0 0.60056 0 0.924 0.924 0.924 0.924 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.848 0.600214 0 0.60056 0 0.912 0.912 0.912 0.912 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.85 0.600214 0 0.60056 0 0.9 0.9 0.9 0.9 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.852 0.600214 0 0.60056 0 0.888 0.888 0.888 0.888 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.854 0.600214 0 0.60056 0 0.876 0.876 0.876 0.876 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.856 0.600214 0 0.60056 0 0.864 0.864 0.864 0.864 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.858 0.600214 0 0.60056 0 0.852 0.852 0.852 0.852 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.86 0.600214 0 0.60056 0 0.84 0.84 0.84 0.84 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.862 0.600214 0 0.60056 0 0.828 0.828 0.828 0.828 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.864 0.600214 0 0.60056 0 0.816 0.816 0.816 0.816 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.866 0.600214 0 0.60056 0 0.804 0.804 0.804 0.804 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.868 0.600214 0 0.60056 0 0.792 0.792 0.792 0.792 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.87 0.600214 0 0.60056 0 0.78 0.78 0.78 0.78 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.872 0.600214 0 0.60056 0 0.768 0.768 0.768 0.768 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.874 0.600214 0 0.60056 0 0.756 0.756 0.756 0.756 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.876 0.600214 0 0.60056 0 0.744 0.744 0.744 0.744 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.878 0.600214 0 0.60056 0 0.732 0.732 0.732 0.732 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.88 0.600214 0 0.60056 0 0.72 0.72 0.72 0.72 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.882 0.600214 0 0.60056 0 0.708 0.708 0.708 0.708 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.884 0.600214 0 0.60056 0 0.696 0.696 0.696 0.696 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.886 0.600214 0 0.60056 0 0.684 0.684 0.684 0.684 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.888 0.600214 0 0.60056 0 0.672 0.672 0.672 0.672 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.89 0.600214 0 0.60056 0 0.66 0.66 0.66 0.66 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
5.892 0.600214 0 0.60056 0 0.648 0.648 0.648 0.648 0.600214 0.00495 -0.00495 0 5e-05 0.005 0.005 0.00495
