t 1 2 jL0100 
255.2 -0.264221 -1.69473 -0.593541
255.3 -0.280232 -1.76721 -0.620775
255.4 -0.296404 -1.83947 -0.649613
255.5 -0.312561 -1.91152 -0.680064
255.6 -0.328537 -1.98337 -0.712116
255.7 -0.344173 -2.05496 -0.745745
255.8 -0.359322 -2.12626 -0.78091
255.9 -0.373845 -2.19717 -0.817554
256 -0.387609 -2.26759 -0.85561
256.1 -0.400493 -2.33742 -0.894994
256.2 -0.412383 -2.40651 -0.935615
256.3 -0.423173 -2.47473 -0.977366
256.4 -0.432766 -2.54192 -1.02013
256.5 -0.441074 -2.60791 -1.0638
256.6 -0.448015 -2.67254 -1.10822
256.7 -0.453519 -2.73562 -1.15326
256.8 -0.457521 -2.79696 -1.19877
256.9 -0.459966 -2.8564 -1.24461
257 -0.460808 -2.91373 -1.29061
257.1 -0.460009 -2.96878 -1.33661
257.2 -0.457538 -3.02136 -1.38245
257.3 -0.453374 -3.07129 -1.42795
257.4 -0.447505 -3.11839 -1.47295
257.5 -0.439925 -3.16249 -1.51728
257.6 -0.430638 -3.20343 -1.56077
257.7 -0.419656 -3.24105 -1.60324
257.8 -0.406999 -3.2752 -1.64453
257.9 -0.392694 -3.30575 -1.68447
258 -0.376777 -3.33256 -1.7229
258.1 -0.359292 -3.35553 -1.75967
258.2 -0.340288 -3.37455 -1.79461
258.3 -0.319824 -3.38953 -1.82758
258.4 -0.297965 -3.4004 -1.85843
258.5 -0.274782 -3.40709 -1.88703
258.6 -0.250352 -3.40955 -1.91326
258.7 -0.224761 -3.40775 -1.93698
258.8 -0.198097 -3.40169 -1.9581
258.9 -0.170456 -3.39135 -1.9765
259 -0.141939 -3.37676 -1.9921
259.1 -0.112649 -3.35794 -2.00481
259.2 -0.0826963 -3.33495 -2.01456
259.3 -0.0521935 -3.30786 -2.02129
259.4 -0.0212569 -3.27674 -2.02495
259.5 0.00999445 -3.24169 -2.0255
259.6 0.0414391 -3.20283 -2.02292
259.7 0.0729536 -3.16028 -2.0172
259.8 0.104413 -3.11421 -2.00833
259.9 0.135692 -3.06475 -1.99633
260 0.166664 -3.01209 -1.98122
260.1 0.197203 -2.95643 -1.96303
260.2 0.227184 -2.89795 -1.94183
260.3 0.256482 -2.83688 -1.91766
260.4 0.284975 -2.77345 -1.8906
260.5 0.312543 -2.70788 -1.86075
260.6 0.339068 -2.64044 -1.82819
260.7 0.364435 -2.57138 -1.79305
260.8 0.388533 -2.50096 -1.75543
260.9 0.411256 -2.42946 -1.71547
261 0.432503 -2.35715 -1.67332
261.1 0.452175 -2.28434 -1.62912
261.2 0.470182 -2.21129 -1.58305
261.3 0.486438 -2.13832 -1.53526
261.4 0.500864 -2.0657 -1.48594
261.5 0.513388 -1.99375 -1.43527
261.6 0.523944 -1.92274 -1.38345
261.7 0.532475 -1.85299 -1.33068
261.8 0.538929 -1.78477 -1.27716
261.9 0.543265 -1.71838 -1.2231
262 0.545448 -1.65409 -1.16872
262.1 0.545453 -1.59219 -1.11423
262.2 0.543262 -1.53294 -1.05985
262.3 0.538867 -1.4766 -1.0058
262.4 0.532268 -1.42343 -0.952297
262.5 0.523473 -1.37365 -0.899565
262.6 0.512501 -1.32751 -0.847821
262.7 0.499379 -1.28521 -0.797281
262.8 0.484142 -1.24695 -0.748158
262.9 0.466834 -1.21293 -0.700662
263 0.44751 -1.18331 -0.654996
263.1 0.42623 -1.15824 -0.611358
263.2 0.403065 -1.13787 -0.569941
263.3 0.378092 -1.12232 -0.53093
263.4 0.351399 -1.11168 -0.494499
263.5 0.323078 -1.10603 -0.460817
263.6 0.29323 -1.10545 -0.430041
263.7 0.261964 -1.10997 -0.402318
263.8 0.229395 -1.11961 -0.377784
263.9 0.195641 -1.13438 -0.356563
264 0.160831 -1.15426 -0.338768
264.1 0.125095 -1.17922 -0.324496
264.2 0.0885707 -1.20918 -0.313834
264.3 0.0513978 -1.24407 -0.306854
264.4 0.013721 -1.28379 -0.303612
264.5 -0.0243121 -1.32822 -0.304153
264.6 -0.0625513 -1.37721 -0.308503
264.7 -0.100844 -1.43061 -0.316676
264.8 -0.139038 -1.48823 -0.328669
264.9 -0.176977 -1.54989 -0.344466
265 -0.214507 -1.61535 -0.364031
265.1 -0.251474 -1.6844 -0.387318
265.2 -0.287724 -1.75677 -0.414262
265.3 -0.323107 -1.83222 -0.444784
265.4 -0.357472 -1.91044 -0.478789
265.5 -0.390673 -1.99116 -0.516169
265.6 -0.422568 -2.07407 -0.5568
265.7 -0.453017 -2.15886 -0.600545
265.8 -0.481887 -2.24519 -0.647253
265.9 -0.509048 -2.33273 -0.696758
266 -0.534379 -2.42114 -0.748886
266.1 -0.557761 -2.51007 -0.803445
266.2 -0.579087 -2.59917 -0.860238
266.3 -0.598252 -2.68808 -0.919052
266.4 -0.615164 -2.77644 -0.979668
266.5 -0.629736 -2.86389 -1.04186
266.6 -0.64189 -2.95007 -1.10538
266.7 -0.651559 -3.03463 -1.16999
266.8 -0.658683 -3.11721 -1.23544
266.9 -0.663214 -3.19746 -1.30147
267 -0.665113 -3.27504 -1.36782
267.1 -0.664351 -3.34962 -1.43423
267.2 -0.660909 -3.42088 -1.50042
267.3 -0.654781 -3.48849 -1.56614
267.4 -0.64597 -3.55217 -1.63111
267.5 -0.634489 -3.61162 -1.69507
267.6 -0.620363 -3.66656 -1.75774
267.7 -0.603629 -3.71675 -1.81888
267.8 -0.584332 -3.76195 -1.87821
267.9 -0.562529 -3.80192 -1.93549
268 -0.53829 -3.83647 -1.99047
268.1 -0.511691 -3.86542 -2.04291
268.2 -0.48282 -3.8886 -2.09258
268.3 -0.451776 -3.90587 -2.13925
268.4 -0.418667 -3.91713 -2.18272
268.5 -0.383608 -3.92227 -2.22278
268.6 -0.346726 -3.92122 -2.25925
268.7 -0.308154 -3.91395 -2.29195
268.8 -0.268034 -3.90042 -2.32072
268.9 -0.226516 -3.88065 -2.34541
269 -0.183754 -3.85467 -2.36589
269.1 -0.139911 -3.82252 -2.38205
269.2 -0.0951549 -3.78429 -2.39378
269.3 -0.0496586 -3.74009 -2.401
269.4 -0.00359894 -3.69004 -2.40364
269.5 0.0428431 -3.6343 -2.40167
269.6 0.0894838 -3.57304 -2.39505
269.7 0.136137 -3.50648 -2.38376
269.8 0.182615 -3.43483 -2.36783
269.9 0.22873 -3.35835 -2.34727
270 0.274293 -3.2773 -2.32213
270.1 0.319116 -3.19197 -2.29247
270.2 0.363013 -3.10267 -2.25839
270.3 0.4058 -3.00973 -2.21997
270.4 0.447296 -2.9135 -2.17735
270.5 0.487324 -2.81432 -2.13065
270.6 0.525711 -2.71259 -2.08004
270.7 0.56229 -2.60869 -2.02568
270.8 0.596898 -2.50302 -1.96777
270.9 0.629381 -2.39599 -1.9065
271 0.659592 -2.28802 -1.84211
271.1 0.687389 -2.17953 -1.77482
271.2 0.712643 -2.07097 -1.70488
271.3 0.735231 -1.96276 -1.63255
271.4 0.755042 -1.85535 -1.55811
271.5 0.771973 -1.74917 -1.48183
271.6 0.785933 -1.64466 -1.404
271.7 0.796842 -1.54225 -1.32494
271.8 0.804632 -1.44238 -1.24494
271.9 0.809247 -1.34546 -1.16433
272 0.810643 -1.2519 -1.08341
272.1 0.808788 -1.16212 -1.00252
272.2 0.803665 -1.07651 -0.921982
272.3 0.795277 -0.995123 -0.842116
272.4 0.783812 -0.913394 -0.76324
272.5 0.769573 -0.83005 -0.685643
272.6 0.752912 -0.744872 -0.609583
272.7 0.734197 -0.657953 -0.535284
272.8 0.713794 -0.569459 -0.462931
272.9 0.692062 -0.479541 -0.392676
273 0.66935 -0.388311 -0.324634
273.1 0.645992 -0.295833 -0.258887
273.2 0.622311 -0.20212 -0.195484
273.3 0.598617 -0.107128 -0.134442
273.4 0.575208 -0.0107606 -0.0757478
273.5 0.552372 0.0871375 -0.0193581
273.6 0.530384 0.186779 0.0347973
273.7 0.50951 0.288436 0.0868165
273.8 0.490007 0.392441 0.136823
273.9 0.472124 0.499193 0.184967
274 0.456106 0.609155 0.231422
274.1 0.442188 0.722859 0.276386
274.2 0.430607 0.840907 0.320082
274.3 0.421594 0.963982 0.362753
274.4 0.415185 1.08699 0.404656
274.5 0.41121 1.20628 0.446037
274.6 0.409397 1.32102 0.487124
274.7 0.409437 1.43124 0.528116
274.8 0.411022 1.53726 0.569181
274.9 0.413856 1.63942 0.61046
275 0.417659 1.73805 0.652063
275.1 0.422173 1.83343 0.694076
275.2 0.427156 1.92577 0.736557
275.3 0.432388 2.01526 0.779544
275.4 0.437661 2.10205 0.82305
275.5 0.442787 2.18622 0.867071
275.6 0.447592 2.26785 0.911584
275.7 0.451917 2.34697 0.95655
275.8 0.455616 2.42359 1.00191
275.9 0.458558 2.4977 1.0476
276 0.460623 2.56927 1.09354
276.1 0.461705 2.63823 1.13964
276.2 0.461709 2.70452 1.18578
276.3 0.460551 2.76807 1.23187
276.4 0.458161 2.82879 1.27777
276.5 0.454476 2.88657 1.32337
276.6 0.449445 2.94132 1.36854
276.7 0.44303 2.99292 1.41313
276.8 0.4352 3.04129 1.457
276.9 0.425935 3.08629 1.50002
277 0.415223 3.12784 1.54204
277.1 0.403063 3.16583 1.58292
277.2 0.389464 3.20016 1.62251
277.3 0.37444 3.23074 1.66067
277.4 0.358017 3.25748 1.69726
277.5 0.340228 3.28031 1.73214
277.6 0.321113 3.29917 1.76517
277.7 0.300721 3.31398 1.79623
277.8 0.279108 3.32471 1.82519
277.9 0.256335 3.33132 1.85193
278 0.232473 3.33379 1.87635
278.1 0.207596 3.33212 1.89832
278.2 0.181786 3.32629 1.91777
278.3 0.15513 3.31634 1.93459
278.4 0.127718 3.30228 1.94871
278.5 0.0996481 3.28418 1.96006
278.6 0.0710199 3.26209 1.96858
278.7 0.0419378 3.23608 1.97422
278.8 0.0125093 3.20625 1.97693
278.9 -0.0171552 3.17269 1.97669
279 -0.046943 3.13553 1.97348
279.1 -0.0767395 3.0949 1.9673
279.2 -0.106429 3.05095 1.95814
279.3 -0.135894 3.00384 1.94603
279.4 -0.165019 2.95374 1.93099
279.5 -0.193685 2.90083 1.91306
279.6 -0.221777 2.84531 1.8923
279.7 -0.249179 2.7874 1.86877
279.8 -0.275777 2.72731 1.84254
279.9 -0.30146 2.66528 1.8137
280 -0.32612 2.60153 1.78235
280.1 -0.34965 2.53633 1.74858
280.2 -0.371947 2.46991 1.71253
280.3 -0.392915 2.40256 1.67432
280.4 -0.412458 2.33452 1.63409
280.5 -0.430488 2.26607 1.59198
280.6 -0.446921 2.19749 1.54815
280.7 -0.46168 2.12906 1.50276
280.8 -0.474692 2.06105 1.45598
280.9 -0.485891 1.99374 1.408
281 -0.495218 1.92741 1.35899
281.1 -0.502623 1.86233 1.30914
281.2 -0.508059 1.79879 1.25866
281.3 -0.511491 1.73705 1.20773
281.4 -0.512888 1.67736 1.15656
281.5 -0.512229 1.62 1.10536
281.6 -0.5095 1.56521 1.05432
281.7 -0.504697 1.51323 1.00366
281.8 -0.497822 1.4643 0.953589
281.9 -0.488887 1.41863 0.904305
282 -0.477912 1.37644 0.856016
282.1 -0.464924 1.33793 0.808925
282.2 -0.44996 1.30327 0.763231
282.3 -0.433064 1.27265 0.719128
282.4 -0.414289 1.24621 0.676808
282.5 -0.393697 1.2241 0.636455
282.6 -0.371354 1.20644 0.598247
282.7 -0.347338 1.19334 0.562355
282.8 -0.321732 1.18489 0.528942
282.9 -0.294625 1.18115 0.498163
283 -0.266116 1.18219 0.470162
283.1 -0.236308 1.18803 0.445075
283.2 -0.20531 1.1987 0.423025
283.3 -0.173238 1.21418 0.404126
283.4 -0.140212 1.23445 0.388479
283.5 -0.106358 1.25947 0.376173
283.6 -0.0718047 1.28918 0.367284
283.7 -0.0366863 1.3235 0.361875
283.8 -0.00113948 1.36231 0.359996
283.9 0.0346962 1.40552 0.361683
284 0.0706789 1.45296 0.366957
284.1 0.106665 1.5045 0.375826
284.2 0.142509 1.55995 0.388283
284.3 0.178067 1.61912 0.404306
284.4 0.213193 1.6818 0.42386
284.5 0.247741 1.74778 0.446894
284.6 0.281569 1.8168 0.473344
284.7 0.314534 1.88862 0.503129
284.8 0.346497 1.96298 0.536157
284.9 0.377321 2.03958 0.572321
285 0.406874 2.11814 0.611501
285.1 0.435026 2.19837 0.653563
285.2 0.461652 2.27994 0.69836
285.3 0.486634 2.36255 0.745735
285.4 0.509857 2.44588 0.795517
285.5 0.531214 2.52958 0.847525
285.6 0.550605 2.61332 0.901568
285.7 0.567935 2.69678 0.957445
285.8 0.583119 2.77961 1.01494
285.9 0.596077 2.86147 1.07385
286 0.606741 2.94203 1.13393
286.1 0.615049 3.02095 1.19497
286.2 0.620949 3.0979 1.25671
286.3 0.624397 3.17256 1.31891
286.4 0.62536 3.24461 1.38134
286.5 0.623816 3.31373 1.44374
286.6 0.619748 3.37963 1.50585
286.7 0.613155 3.44201 1.56743
286.8 0.604042 3.5006 1.62823
286.9 0.592426 3.55512 1.68799
287 0.578333 3.60533 1.74647
287.1 0.561801 3.651 1.80341
287.2 0.542877 3.69189 1.85859
287.3 0.521617 3.72781 1.91175
287.4 0.498088 3.75858 1.96268
287.5 0.472367 3.78403 2.01115
287.6 0.44454 3.80401 2.05694
287.7 0.414703 3.81839 2.09985
287.8 0.382958 3.82709 2.13968
287.9 0.349419 3.83001 2.17625
288 0.314206 3.82711 2.20939
288.1 0.277448 3.81833 2.23894
288.2 0.239279 3.80368 2.26473
288.3 0.199843 3.78316 2.28666
288.4 0.159288 3.75682 2.30458
288.5 0.117768 3.7247 2.31841
288.6 0.0754422 3.6869 2.32805
288.7 0.032475 3.64351 2.33343
288.8 -0.0109662 3.59468 2.33449
288.9 -0.0547103 3.54055 2.3312
289 -0.0985837 3.48129 2.32353
289.1 -0.142411 3.41711 2.31147
289.2 -0.186015 3.34823 2.29506
289.3 -0.229219 3.27488 2.2743
289.4 -0.271846 3.19732 2.24926
289.5 -0.31372 3.11583 2.22
289.6 -0.354666 3.03072 2.1866
289.7 -0.394512 2.94228 2.14917
289.8 -0.433089 2.85085 2.10782
289.9 -0.470232 2.75679 2.06269
290 -0.50578 2.66043 2.01392
290.1 -0.539576 2.56215 1.9617
290.2 -0.571471 2.46234 1.90619
290.3 -0.601322 2.36138 1.8476
290.4 -0.628992 2.25966 1.78614
290.5 -0.654352 2.1576 1.72203
290.6 -0.677281 2.0556 1.6555
290.7 -0.697669 1.95406 1.58682
290.8 -0.715413 1.85341 1.51623
290.9 -0.73042 1.75406 1.444
291 -0.742608 1.65641 1.37042
291.1 -0.751905 1.56087 1.29577
291.2 -0.758251 1.46784 1.22033
291.3 -0.761597 1.37772 1.14441
291.4 -0.761905 1.29089 1.06831
291.5 -0.759151 1.20773 0.992338
291.6 -0.75332 1.1286 0.916791
291.7 -0.744411 1.05386 0.841982
291.8 -0.732472 0.982745 0.768213
291.9 -0.7177 0.911866 0.695777
292 -0.700378 0.840355 0.62494
292.1 -0.680825 0.76815 0.555939
292.2 -0.65937 0.695425 0.488981
292.3 -0.636334 0.622407 0.424239
292.4 -0.612031 0.549311 0.361857
292.5 -0.586758 0.476325 0.301945
292.6 -0.560801 0.403596 0.244588
292.7 -0.534431 0.331235 0.18984
292.8 -0.507903 0.259313 0.137731
292.9 -0.48146 0.187861 0.0882638
293 -0.455329 0.116872 0.0414195
293.1 -0.429727 0.0462992 -0.00284372
293.2 -0.404855 -0.0239433 -0.0445884
293.3 -0.380904 -0.0939809 -0.0838969
293.4 -0.358052 -0.163978 -0.12087
293.5 -0.33647 -0.23414 -0.155626
293.6 -0.316315 -0.304711 -0.188298
293.7 -0.297739 -0.375978 -0.219039
293.8 -0.280886 -0.448269 -0.248011
293.9 -0.265894 -0.521958 -0.275395
294 -0.252894 -0.597461 -0.301382
294.1 -0.242017 -0.675243 -0.326179
294.2 -0.233388 -0.755817 -0.350004
294.3 -0.227135 -0.83975 -0.373088
294.4 -0.223383 -0.927661 -0.395675
294.5 -0.22222 -1.01895 -0.418019
294.6 -0.223546 -1.10907 -0.44037
294.7 -0.227148 -1.19683 -0.462963
294.8 -0.232767 -1.28212 -0.486012
294.9 -0.240134 -1.36516 -0.509704
295 -0.248985 -1.44625 -0.5342
295.1 -0.259069 -1.52567 -0.559637
295.2 -0.270146 -1.60368 -0.586126
295.3 -0.28199 -1.68046 -0.613755
295.4 -0.29439 -1.75619 -0.64259
295.5 -0.307146 -1.83097 -0.672678
295.6 -0.32007 -1.9049 -0.704046
295.7 -0.332984 -1.97801 -0.736701
295.8 -0.345725 -2.05034 -0.770634
295.9 -0.358135 -2.12186 -0.805821
296 -0.37007 -2.19254 -0.842221
296.1 -0.381394 -2.26233 -0.879781
296.2 -0.391981 -2.33115 -0.918433
296.3 -0.401714 -2.39891 -0.958097
296.4 -0.410485 -2.4655 -0.998685
296.5 -0.418196 -2.5308 -1.04009
296.6 -0.424756 -2.59467 -1.08221
296.7 -0.430084 -2.65699 -1.12493
296.8 -0.434109 -2.71758 -1.1681
296.9 -0.436766 -2.77632 -1.21161
297 -0.438 -2.83303 -1.25532
297.1 -0.437764 -2.88756 -1.29907
297.2 -0.436021 -2.93975 -1.34272
297.3 -0.43274 -2.98943 -1.38612
297.4 -0.4279 -3.03646 -1.42912
297.5 -0.421489 -3.08067 -1.47155
297.6 -0.4135 -3.12192 -1.51326
297.7 -0.403937 -3.16006 -1.55409
297.8 -0.392812 -3.19496 -1.59389
297.9 -0.380142 -3.2265 -1.6325
298 -0.365955 -3.25453 -1.66976
298.1 -0.350285 -3.27897 -1.70554
298.2 -0.333172 -3.29971 -1.73967
298.3 -0.314666 -3.31666 -1.77203
298.4 -0.294821 -3.32974 -1.80247
298.5 -0.273699 -3.3389 -1.83086
298.6 -0.251369 -3.34408 -1.85709
298.7 -0.227904 -3.34524 -1.88102
298.8 -0.203385 -3.34237 -1.90256
298.9 -0.177898 -3.33546 -1.9216
299 -0.151532 -3.32451 -1.93804
299.1 -0.124382 -3.30956 -1.95182
299.2 -0.0965488 -3.29063 -1.96285
299.3 -0.0681348 -3.26778 -1.97107
299.4 -0.0392469 -3.24108 -1.97642
299.5 -0.00999487 -3.21061 -1.97887
299.6 0.0195088 -3.17647 -1.97839
299.7 0.0491496 -3.13878 -1.97495
299.8 0.0788113 -3.09767 -1.96855
299.9 0.108376 -3.05327 -1.95919
300 0.137727 -3.00575 -1.94689
300.1 0.166744 -2.95527 -1.93168
300.2 0.195311 -2.90202 -1.91358
300.3 0.223308 -2.8462 -1.89266
300.4 0.250621 -2.788 -1.86898
300.5 0.277135 -2.72766 -1.84261
300.6 0.302738 -2.66539 -1.81364
300.7 0.32732 -2.60143 -1.78216
300.8 0.350774 -2.53604 -1.74829
300.9 0.372999 -2.46946 -1.71213
301 0.393895 -2.40195 -1.67381
301.1 0.413369 -2.33377 -1.63348
301.2 0.43133 -2.26521 -1.59129
301.3 0.447695 -2.19653 -1.54737
301.4 0.462387 -2.12801 -1.50191
301.5 0.475332 -2.05993 -1.45507
301.6 0.486465 -1.99257 -1.40702
301.7 0.495727 -1.92619 -1.35796
301.8 0.503066 -1.86109 -1.30807
301.9 0.508437 -1.79753 -1.25754
302 0.511803 -1.73577 -1.20658
302.1 0.513136 -1.6761 -1.15538
302.2 0.512413 -1.61875 -1.10415
302.3 0.509621 -1.56398 -1.0531
302.4 0.504755 -1.51204 -1.00244
302.5 0.497818 -1.46315 -0.95236
302.6 0.488821 -1.41753 -0.90308
302.7 0.477785 -1.3754 -0.854801
302.8 0.464737 -1.33695 -0.807725
302.9 0.449715 -1.30237 -0.762053
303 0.432762 -1.27183 -0.717978
303.1 0.413932 -1.24548 -0.67569
303.2 0.393286 -1.22347 -0.635376
303.3 0.370892 -1.20591 -0.597211
303.4 0.346826 -1.19291 -0.561368
303.5 0.321172 -1.18456 -0.528009
303.6 0.29402 -1.18094 -0.497288
303.7 0.265468 -1.18208 -0.46935
303.8 0.23562 -1.18804 -0.444329
303.9 0.204584 -1.19882 -0.42235
304 0.172478 -1.21442 -0.403525
304.1 0.139421 -1.23481 -0.387955
304.2 0.105538 -1.25995 -0.375729
304.3 0.0709603 -1.28978 -0.366923
304.4 0.0358205 -1.32421 -0.3616
304.5 0.000255617 -1.36315 -0.359808
304.6 -0.0355945 -1.40647 -0.361584
304.7 -0.071588 -1.45403 -0.366949
304.8 -0.107581 -1.50567 -0.375909
304.9 -0.143429 -1.56123 -0.388458
305 -0.178986 -1.6205 -0.404573
305.1 -0.214107 -1.68328 -0.424218
305.2 -0.248647 -1.74935 -0.447343
305.3 -0.282463 -1.81846 -0.473883
305.4 -0.315413 -1.89036 -0.503757
305.5 -0.347357 -1.96479 -0.536872
305.6 -0.378158 -2.04146 -0.573121
305.7 -0.407684 -2.12009 -0.612382
305.8 -0.435805 -2.20037 -0.654523
305.9 -0.462398 -2.28199 -0.699397
306 -0.487343 -2.36464 -0.746844
306.1 -0.510526 -2.44799 -0.796695
306.2 -0.53184 -2.53171 -0.848768
306.3 -0.551185 -2.61548 -0.902871
306.4 -0.568466 -2.69894 -0.958804
306.5 -0.583598 -2.78177 -1.01635
306.6 -0.596503 -2.86362 -1.0753
306.7 -0.607111 -2.94416 -1.13543
306.8 -0.615361 -3.02305 -1.19649
306.9 -0.621201 -3.09997 -1.25826
307 -0.624589 -3.17458 -1.32049
307.1 -0.62549 -3.24657 -1.38293
307.2 -0.623882 -3.31563 -1.44534
307.3 -0.61975 -3.38146 -1.50746
307.4 -0.613093 -3.44376 -1.56904
307.5 -0.603915 -3.50226 -1.62983
307.6 -0.592234 -3.5567 -1.68957
307.7 -0.578076 -3.60681 -1.74802
307.8 -0.56148 -3.65236 -1.80494
307.9 -0.542492 -3.69315 -1.86008
308 -0.521169 -3.72895 -1.9132
308.1 -0.49758 -3.75959 -1.96408
308.2 -0.471799 -3.78491 -2.0125
308.3 -0.443915 -3.80475 -2.05823
308.4 -0.414021 -3.819 -2.10107
308.5 -0.382223 -3.82756 -2.14084
308.6 -0.348634 -3.83033 -2.17733
308.7 -0.313372 -3.82728 -2.21039
308.8 -0.276569 -3.81836 -2.23985
308.9 -0.238359 -3.80355 -2.26556
309 -0.198884 -3.78289 -2.28739
309.1 -0.158294 -3.75639 -2.30521
309.2 -0.116742 -3.72412 -2.31894
309.3 -0.0743892 -3.68617 -2.32848
309.4 -0.0313985 -3.64264 -2.33375
309.5 0.0120619 -3.59366 -2.3347
309.6 0.055821 -3.53938 -2.3313
309.7 0.0997051 -3.47999 -2.32351
309.8 0.143539 -3.41567 -2.31135
309.9 0.187145 -3.34666 -2.29482
310 0.230346 -3.27318 -2.27395
310.1 0.272966 -3.19551 -2.2488
310.2 0.314828 -3.11391 -2.21943
310.3 0.355757 -3.02868 -2.18592
310.4 0.395583 -2.94015 -2.14838
310.5 0.434134 -2.84863 -2.10692
310.6 0.471247 -2.75448 -2.06169
310.7 0.50676 -2.65805 -2.01282
310.8 0.540518 -2.55971 -1.9605
310.9 0.572371 -2.45984 -1.9049
311 0.602176 -2.35883 -1.84623
311.1 0.629795 -2.25708 -1.78468
311.2 0.655101 -2.15499 -1.72049
311.3 0.677974 -2.05297 -1.6539
311.4 0.698301 -1.95143 -1.58515
311.5 0.715981 -1.85079 -1.5145
311.6 0.730921 -1.75145 -1.44222
311.7 0.74304 -1.65382 -1.36859
311.8 0.752266 -1.55832 -1.2939
311.9 0.758539 -1.46534 -1.21843
312 0.76181 -1.37528 -1.14248
312.1 0.762042 -1.28852 -1.06637
312.2 0.75921 -1.20544 -0.990381
312.3 0.753301 -1.1264 -0.914833
312.4 0.744313 -1.05175 -0.840029
312.5 0.7323 -0.980611 -0.766274
312.6 0.71746 -0.909669 -0.693859
312.7 0.70008 -0.838085 -0.623048
312.8 0.680478 -0.765808 -0.554079
312.9 0.658983 -0.693012 -0.487158
313 0.635917 -0.619925 -0.422456
313.1 0.611592 -0.546761 -0.360116
313.2 0.586307 -0.473705 -0.300249
313.3 0.560346 -0.400904 -0.242937
313.4 0.53398 -0.328467 -0.188234
313.5 0.507465 -0.256462 -0.136169
313.6 0.481042 -0.18492 -0.0867442
313.7 0.454941 -0.113832 -0.03994
313.8 0.429375 -0.0431477 0.00428638
313.9 0.404546 0.0272193 0.0459983
314 0.380647 0.0973968 0.0852787
314.1 0.357854 0.167552 0.122229
314.2 0.336338 0.237891 0.156968
314.3 0.316257 0.308663 0.189632
314.4 0.297763 0.380155 0.220371
314.5 0.281 0.4527 0.24935
314.6 0.266105 0.526673 0.27675
314.7 0.253211 0.602495 0.302765
314.8 0.242448 0.680633 0.327599
314.9 0.233943 0.761605 0.351473
315 0.227823 0.845981 0.37462
315.1 0.224216 0.934385 0.397283
315.2 0.223193 1.02577 0.419717
315.3 0.224645 1.11586 0.442171
315.4 0.228354 1.20356 0.46488
315.5 0.234062 1.28879 0.488053
315.6 0.241498 1.37179 0.511878
315.7 0.250401 1.45284 0.536512
315.8 0.260517 1.53224 0.562092
315.9 0.27161 1.61023 0.588726
316 0.283455 1.68699 0.616501
316.1 0.29584 1.7627 0.645482
316.2 0.308566 1.83746 0.675713
316.3 0.321447 1.91136 0.70722
316.4 0.334306 1.98444 0.740009
316.5 0.346979 2.05672 0.774071
316.6 0.35931 2.12819 0.809379
316.7 0.371156 2.19881 0.845892
316.8 0.382382 2.26852 0.883555
316.9 0.392861 2.33725 0.9223
317 0.402478 2.4049 0.962047
317.1 0.411126 2.47137 1.0027
317.2 0.418707 2.53653 1.04417
317.3 0.425131 2.60025 1.08633
317.4 0.430319 2.66239 1.12908
317.5 0.434199 2.7228 1.17227
317.6 0.436707 2.78133 1.21578
317.7 0.43779 2.83782 1.25947
317.8 0.437401 2.89211 1.3032
317.9 0.435503 2.94404 1.3468
318 0.432067 2.99345 1.39015
318.1 0.427073 3.04019 1.43306
318.2 0.420508 3.08411 1.4754
318.3 0.412367 3.12504 1.51701
318.4 0.402655 3.16286 1.55772
318.5 0.391383 3.19743 1.59738
318.6 0.378571 3.22861 1.63584
318.7 0.364246 3.25629 1.67294
318.8 0.348442 3.28036 1.70854
318.9 0.331203 3.30073 1.74249
319 0.312576 3.3173 1.77464
319.1 0.292617 3.33 1.80487
319.2 0.271389 3.33877 1.83303
319.3 0.248961 3.34356 1.85902
319.4 0.225407 3.34434 1.88271
319.5 0.200808 3.34109 1.90399
319.6 0.17525 3.33379 1.92277
319.7 0.148823 3.32247 1.93895
319.8 0.121622 3.30714 1.95245
319.9 0.0937486 3.28784 1.96321
320 0.065305 3.26463 1.97114
320.1 0.0363985 3.23759 1.97621
320.2 0.00713915 3.20678 1.97838
320.3 -0.0223606 3.17232 1.97761
